latitude,longitude,name,address,icon_url,icon_width,icon_height
37.3687479,-121.9193802,,"116 Metro Drive, San Jose, CA 95112","https://cpmdemos.blob.core.windows.net/$web/power-apps-images/pin1.svg",64,82
37.367487,-121.916027,"TomTom","100 Century Center Court, San Jose, CA 95112","https://cpmdemos.blob.core.windows.net/$web/power-apps-images/pin2.svg",64,82
