latitude,longitude,name,address,icon_url,icon_width,icon_height,icon_anchor
37.55892787395165,-122.28343378262427,"Target","2220 Bridgepointe Pkwy, San Mateo, CA 94404","https://cpmdemos.blob.core.windows.net/$web/power-apps-images/pin1.svg",48,61,"bottom"
37.562743539539326,-122.28393556203667,,"1927 Bridgepointe Parkway, Apt 214, San Mateo, CA 94404","https://cpmdemos.blob.core.windows.net/$web/power-apps-images/pin2.svg",48,61,"bottom"

