latitude,longitude,name,address,icon_url,icon_width,icon_height,icon_anchor
37.562743539539326,-122.28393556203667,"Parking",,"https://cpmdemos.blob.core.windows.net/$web/logistics-icons/parking.svg",48,61,"bottom"
37.56268572269089,-122.28345483931209,"Entrance",,"https://cpmdemos.blob.core.windows.net/$web/logistics-icons/entrance.svg",48,61,"bottom"
37.56276552635218,-122.2836133275921,"Elevator",,"https://cpmdemos.blob.core.windows.net/$web/logistics-icons/elevator.svg",48,61,"bottom"
37.5627033360393,-122.28368287988577,"Door",,"https://cpmdemos.blob.core.windows.net/$web/logistics-icons/door.svg",48,61,"bottom"
