latitude,longitude,name,address,icon_url,icon_width,icon_height
37.802288,-122.270468,,"1111 Franklin Street, Oakland, CA 94607","https://cpmdemos.blob.core.windows.net/$web/power-apps-images/pin1.svg",64,82
37.367487,-121.916027,"TomTom","100 Century Center Court, San Jose, CA 95112","https://cpmdemos.blob.core.windows.net/$web/power-apps-images/pin2.svg",64,82
